,degree_i,degree_j,volume_i,volume_j,shortest_path,katz_i,katz_j,pref_attach,pagerank_i,pagerank_j,label,common_neighbors,adamic_adar,jaccard
"(27, 91)",55,30,55,30,3,0.1391471136467677,-0.04636211237860959,1650,0.015016180247821758,0.0026648427537498956,0,22,5.707788389709183,0.3492063492063492
"(27, 92)",55,1,55,1,2493,0.1391471136467677,-0.15136274630822863,55,0.015016180247821758,0.002453242593295883,0,1,0.2442393366759723,0.01818181818181818
"(27, 93)",55,5,55,5,4,0.1391471136467677,-0.16667988666042818,275,0.015016180247821758,0.002810288809925016,0,5,1.2822459116650886,0.09090909090909091
"(27, 94)",55,27,55,27,3,0.1391471136467677,-0.04988503809098313,1485,0.015016180247821758,0.006816455840012479,0,24,6.075630480418739,0.41379310344827586
"(27, 95)",55,33,55,33,2,0.1391471136467677,0.04408846015561828,1815,0.015016180247821758,0.0022446265760859624,1,29,7.348254097194423,0.4915254237288136
"(28, 9)",59,28,59,28,3,0.005201791065754412,-0.06289839233442372,1652,0.005995600267395186,0.006380857968704907,0,24,6.279970831879211,0.38095238095238093
"(28, 17)",59,41,59,41,3,0.005201791065754412,0.1391955818852807,2419,0.005995600267395186,0.01617795413120586,1,25,6.624061591966654,0.3333333333333333
"(28, 33)",59,48,59,48,3,0.005201791065754412,0.1836456587053088,2832,0.005995600267395186,0.017027338600515467,0,32,8.609284689810934,0.4266666666666667
"(28, 34)",59,33,59,33,3,0.005201791065754412,0.11534713721995514,1947,0.005995600267395186,0.013104771142132876,0,20,5.492769977655328,0.2777777777777778
"(28, 36)",59,36,59,36,3,0.005201791065754412,0.1286210485361587,2124,0.005995600267395186,0.005564372008647704,0,21,5.824180200783726,0.28378378378378377
"(28, 39)",59,27,59,27,3,0.005201791065754412,0.01610384994439323,1593,0.005995600267395186,0.015748365906096178,0,12,3.1601091744824177,0.16216216216216217
"(28, 40)",59,27,59,27,3,0.005201791065754412,-0.0043322499475773775,1593,0.005995600267395186,0.016644034936211135,0,13,3.695192068782646,0.1780821917808219
"(28, 42)",59,40,59,40,3,0.005201791065754412,0.017841080666253596,2360,0.005995600267395186,0.012350090958383695,0,36,9.313916558353192,0.5714285714285714
"(28, 44)",59,56,59,56,3,0.005201791065754412,0.02764677974120536,3304,0.005995600267395186,0.011193163354526242,0,42,10.927444691824606,0.5753424657534246
"(28, 50)",59,4,59,4,3,0.005201791065754412,-0.13156831667975658,236,0.005995600267395186,0.0015806009339959955,0,3,0.7233716622484967,0.05
"(28, 51)",59,36,59,36,3,0.005201791065754412,0.11537787181217882,2124,0.005995600267395186,0.01502923767778599,0,20,5.296557777073247,0.26666666666666666
"(28, 52)",59,39,59,39,3,0.005201791065754412,0.08046658007490012,2301,0.005995600267395186,0.011821562178836413,0,21,5.450135773432139,0.2727272727272727
"(28, 53)",59,5,59,5,3,0.005201791065754412,-0.10108798080157545,295,0.005995600267395186,0.0015810468966275886,0,5,1.2536164705623447,0.0847457627118644
"(28, 55)",59,11,59,11,3,0.005201791065754412,-0.07674783943269976,649,0.005995600267395186,0.0016927419201901094,0,5,1.2429433040519686,0.07692307692307693
"(28, 56)",59,22,59,22,3,0.005201791065754412,0.002646586517300552,1298,0.005995600267395186,0.013054867574456203,0,9,2.390651421480872,0.125
"(28, 57)",59,18,59,18,3,0.005201791065754412,-0.03445513809209324,1062,0.005995600267395186,0.003132998910066535,0,8,2.1567373164453625,0.11594202898550725
"(28, 59)",59,39,59,39,2,0.005201791065754412,0.06454949538012547,2301,0.005995600267395186,0.013465655222941878,0,24,6.362030889606707,0.32432432432432434
"(28, 62)",59,47,59,47,3,0.005201791065754412,0.04443950032907779,2773,0.005995600267395186,0.017888032618824677,0,30,8.271290572919074,0.39473684210526316
"(28, 63)",59,21,59,21,2,0.005201791065754412,-0.06869161484850814,1239,0.005995600267395186,0.0026372713222390255,0,14,3.527475105295985,0.21212121212121213
"(28, 67)",59,1,59,1,235,0.005201791065754412,-0.15136274630822874,59,0.005995600267395186,0.0016600566844636574,1,1,0.2442393366759723,0.01694915254237288
"(28, 74)",59,58,59,58,4,0.005201791065754412,0.13077537621570726,3422,0.005995600267395186,0.004129630958886724,1,45,11.698378868276679,0.625
"(28, 76)",59,17,59,17,2,0.005201791065754412,-0.17877630667660016,1003,0.005995600267395186,0.007128924614166462,0,13,3.3024116856922756,0.20634920634920634
"(28, 77)",59,4,59,4,6,0.005201791065754412,-0.1515162824491454,236,0.005995600267395186,0.0025413154528118906,1,3,0.7279457914657308,0.05
"(28, 79)",59,1,59,1,206,0.005201791065754412,-0.15136274630822857,59,0.005995600267395186,0.0016498741296357981,0,1,0.2442393366759723,0.01694915254237288
"(28, 80)",59,18,59,18,3,0.005201791065754412,-0.17905863273285197,1062,0.005995600267395186,0.0029277160205588414,0,14,3.634389191355295,0.2222222222222222
"(28, 82)",59,23,59,23,3,0.005201791065754412,-0.05299756294086273,1357,0.005995600267395186,0.0022382897043224247,1,21,5.3625877790665815,0.3442622950819672
"(28, 85)",59,33,59,33,4,0.005201791065754412,-0.0689753440403531,1947,0.005995600267395186,0.008313105184845444,0,28,7.052136838672272,0.4375
"(28, 87)",59,35,59,35,3,0.005201791065754412,0.04224209772353965,2065,0.005995600267395186,0.005783836345813155,0,18,4.989999951064959,0.23684210526315788
"(28, 88)",59,10,59,10,3,0.005201791065754412,-0.0632089245404347,590,0.005995600267395186,0.0038597442828104678,0,4,1.0309336176879786,0.06153846153846154
"(28, 89)",59,17,59,17,5,0.005201791065754412,-0.01471442053601086,1003,0.005995600267395186,0.008470081875506248,0,6,1.600398397403507,0.08571428571428572
"(28, 90)",59,34,59,34,3,0.005201791065754412,-0.004731731552189455,2006,0.005995600267395186,0.013109174572331685,0,17,4.905957853116372,0.2236842105263158
"(28, 91)",59,30,59,30,3,0.005201791065754412,-0.04636211237860959,1770,0.005995600267395186,0.0026648427537498956,1,23,6.0989452227451135,0.3484848484848485
"(28, 92)",59,1,59,1,2494,0.005201791065754412,-0.15136274630822863,59,0.005995600267395186,0.002453242593295883,0,1,0.2442393366759723,0.01694915254237288
"(28, 93)",59,5,59,5,6,0.005201791065754412,-0.16667988666042818,295,0.005995600267395186,0.002810288809925016,0,4,0.9962462441624141,0.06666666666666667
"(28, 95)",59,33,59,33,4,0.005201791065754412,0.04408846015561828,1947,0.005995600267395186,0.0022446265760859624,0,29,7.357462262464119,0.4603174603174603
"(29, 3)",52,56,52,56,3,0.12809707168526835,0.04760061282566614,2912,0.00818187185509321,0.030261871706370982,0,40,10.377412419964166,0.5882352941176471
"(29, 9)",52,28,52,28,3,0.12809707168526835,-0.06289839233442372,1456,0.00818187185509321,0.006380857968704907,0,22,5.661351036472507,0.3793103448275862
"(29, 11)",52,47,52,47,3,0.12809707168526835,-0.013191320678028055,2444,0.00818187185509321,0.01671083535743504,1,38,9.743524371730807,0.6229508196721312
"(29, 20)",52,43,52,43,3,0.12809707168526835,0.12641129374366503,2236,0.00818187185509321,0.013792676445456682,0,29,7.483783074371205,0.4393939393939394
"(29, 22)",52,27,52,27,2,0.12809707168526835,0.11257220192858998,1404,0.00818187185509321,0.0023990720289550735,0,15,3.932822273809276,0.234375
"(29, 25)",52,48,52,48,3,0.12809707168526835,0.08047549048539951,2496,0.00818187185509321,0.0090648480114456,0,35,9.071568100027836,0.5384615384615384
"(29, 31)",52,45,52,45,2,0.12809707168526835,0.11142552434548507,2340,0.00818187185509321,0.007893630349204107,0,36,9.353501499233763,0.5901639344262295
"(29, 39)",52,27,52,27,3,0.12809707168526835,0.01610384994439323,1404,0.00818187185509321,0.015748365906096178,0,13,3.3800588031534327,0.19696969696969696
"(29, 40)",52,27,52,27,3,0.12809707168526835,-0.0043322499475773775,1404,0.00818187185509321,0.016644034936211135,0,14,3.907748620625943,0.2153846153846154
"(29, 45)",52,19,52,19,2,0.12809707168526835,-0.1637867252516863,988,0.00818187185509321,0.0018164287865699725,0,14,3.6368328964933982,0.24561403508771928
"(29, 46)",52,61,52,61,4,0.12809707168526835,-0.08899359640402454,3172,0.00818187185509321,0.014025736394937028,0,45,11.725058776142605,0.6617647058823529
"(29, 48)",52,18,52,18,3,0.12809707168526835,-0.19696302567166538,936,0.00818187185509321,0.017702189969502024,0,10,2.532380598847599,0.16666666666666666
"(29, 49)",52,14,52,14,3,0.12809707168526835,-0.19539257389008485,728,0.00818187185509321,0.016932565008387346,0,7,1.7874193926665047,0.11864406779661017
"(29, 50)",52,4,52,4,3,0.12809707168526835,-0.13156831667975658,208,0.00818187185509321,0.0015806009339959955,0,3,0.7233716622484967,0.05660377358490566
"(29, 51)",52,36,52,36,3,0.12809707168526835,0.11537787181217882,1872,0.00818187185509321,0.01502923767778599,0,22,5.722679331999024,0.3333333333333333
"(29, 52)",52,39,52,39,3,0.12809707168526835,0.08046658007490012,2028,0.00818187185509321,0.011821562178836413,0,21,5.36951406315212,0.3
"(29, 53)",52,5,52,5,3,0.12809707168526835,-0.10108798080157545,260,0.00818187185509321,0.0015810468966275886,0,5,1.2536164705623447,0.09615384615384616
"(29, 54)",52,27,52,27,2,0.12809707168526835,-0.02373915086662572,1404,0.00818187185509321,0.008952812229637529,0,14,3.7336161414158067,0.2153846153846154
"(29, 55)",52,11,52,11,3,0.12809707168526835,-0.07674783943269976,572,0.00818187185509321,0.0016927419201901094,0,7,1.7872607383619719,0.125
"(29, 56)",52,22,52,22,4,0.12809707168526835,0.002646586517300552,1144,0.00818187185509321,0.013054867574456203,0,10,2.5482203961803593,0.15625
"(29, 57)",52,18,52,18,2,0.12809707168526835,-0.03445513809209324,936,0.00818187185509321,0.003132998910066535,0,8,2.1466431569027207,0.12903225806451613
"(29, 59)",52,39,52,39,2,0.12809707168526835,0.06454949538012547,2028,0.00818187185509321,0.013465655222941878,1,23,5.946624117054741,0.3382352941176471
"(29, 61)",52,32,52,32,3,0.12809707168526835,0.07690134116363828,1664,0.00818187185509321,0.005698078387562628,0,17,4.4168612081928575,0.2537313432835821
"(29, 62)",52,47,52,47,3,0.12809707168526835,0.04443950032907779,2444,0.00818187185509321,0.017888032618824677,0,27,7.365049047663959,0.375
"(29, 63)",52,21,52,21,3,0.12809707168526835,-0.06869161484850814,1092,0.00818187185509321,0.0026372713222390255,0,14,3.541293766882627,0.23728813559322035
"(29, 67)",52,1,52,1,235,0.12809707168526835,-0.15136274630822874,52,0.00818187185509321,0.0016600566844636574,0,1,0.2442393366759723,0.019230769230769232
"(29, 70)",52,20,52,20,3,0.12809707168526835,-0.21597393395202882,1040,0.00818187185509321,0.0023515568476399243,0,11,2.8060684715084587,0.18032786885245902
"(29, 71)",52,24,52,24,2,0.12809707168526835,-0.17309712969980223,1248,0.00818187185509321,0.0024904966637493446,0,14,3.5463161673652626,0.22580645161290322
"(29, 73)",52,39,52,39,2,0.12809707168526835,-0.048935971767664066,2028,0.00818187185509321,0.0057994096558534715,0,29,7.356836849986536,0.46774193548387094
"(29, 76)",52,17,52,17,3,0.12809707168526835,-0.17877630667660016,884,0.00818187185509321,0.007128924614166462,0,11,2.7195311324889024,0.1896551724137931
"(29, 77)",52,4,52,4,5,0.12809707168526835,-0.1515162824491454,208,0.00818187185509321,0.0025413154528118906,0,4,0.9763712898642,0.07692307692307693
"(29, 79)",52,1,52,1,206,0.12809707168526835,-0.15136274630822857,52,0.00818187185509321,0.0016498741296357981,0,1,0.2442393366759723,0.019230769230769232
"(29, 80)",52,18,52,18,3,0.12809707168526835,-0.17905863273285197,936,0.00818187185509321,0.0029277160205588414,0,11,2.7824583427719736,0.1864406779661017
"(29, 82)",52,23,52,23,3,0.12809707168526835,-0.05299756294086273,1196,0.00818187185509321,0.0022382897043224247,0,20,5.102857476894311,0.36363636363636365
"(29, 85)",52,33,52,33,3,0.12809707168526835,-0.0689753440403531,1716,0.00818187185509321,0.008313105184845444,0,26,6.537110034198903,0.4406779661016949
"(29, 87)",52,35,52,35,3,0.12809707168526835,0.04224209772353965,1820,0.00818187185509321,0.005783836345813155,0,18,4.833887806896935,0.2608695652173913
"(29, 88)",52,10,52,10,3,0.12809707168526835,-0.0632089245404347,520,0.00818187185509321,0.0038597442828104678,0,3,0.7650610320131267,0.05084745762711865
"(29, 89)",52,17,52,17,3,0.12809707168526835,-0.01471442053601086,884,0.00818187185509321,0.008470081875506248,0,8,2.098954616749478,0.13114754098360656
"(29, 90)",52,34,52,34,3,0.12809707168526835,-0.004731731552189455,1768,0.00818187185509321,0.013109174572331685,0,15,4.26298708121279,0.2112676056338028
"(29, 91)",52,30,52,30,3,0.12809707168526835,-0.04636211237860959,1560,0.00818187185509321,0.0026648427537498956,0,22,5.6817263888293805,0.36666666666666664
"(29, 92)",52,1,52,1,2494,0.12809707168526835,-0.15136274630822863,52,0.00818187185509321,0.002453242593295883,0,1,0.2442393366759723,0.019230769230769232
"(29, 93)",52,5,52,5,5,0.12809707168526835,-0.16667988666042818,260,0.00818187185509321,0.002810288809925016,0,3,0.7529889628541496,0.05555555555555555
"(30, 3)",56,56,56,56,3,0.21832947788634705,0.04760061282566614,3136,0.015560866671361844,0.030261871706370982,0,39,10.3507706730356,0.5342465753424658
"(30, 9)",56,28,56,28,4,0.21832947788634705,-0.06289839233442372,1568,0.015560866671361844,0.006380857968704907,0,17,4.371571249531567,0.2537313432835821
"(30, 11)",56,47,56,47,4,0.21832947788634705,-0.013191320678028055,2632,0.015560866671361844,0.01671083535743504,0,28,7.200496643000024,0.37333333333333335
"(30, 12)",56,48,56,48,4,0.21832947788634705,-0.006805692949336399,2688,0.015560866671361844,0.019587320324567684,0,29,7.476530159532741,0.38666666666666666
"(30, 14)",56,60,56,60,4,0.21832947788634705,-0.030137222503987104,3360,0.015560866671361844,0.022554348068468264,0,35,9.10870247184265,0.43209876543209874
"(30, 15)",56,60,56,60,5,0.21832947788634705,-0.12099160405763681,3360,0.015560866671361844,0.037839550539614755,0,35,9.4543682920041,0.43209876543209874
"(30, 21)",56,51,56,51,4,0.21832947788634705,0.06474584356767747,2856,0.015560866671361844,0.005084272283351166,0,31,8.085383199613796,0.40789473684210525
"(30, 37)",56,9,56,9,4,0.21832947788634705,-0.0844943474995919,504,0.015560866671361844,0.00984841084713957,0,8,2.168425548438658,0.14035087719298245
"(30, 38)",56,54,56,54,3,0.21832947788634705,0.03175603610346003,3024,0.015560866671361844,0.01473310996109392,0,33,8.5685659102118,0.42857142857142855
"(30, 42)",56,40,56,40,4,0.21832947788634705,0.017841080666253596,2240,0.015560866671361844,0.012350090958383695,0,26,6.685302857418792,0.37142857142857144
"(30, 43)",56,64,56,64,3,0.21832947788634705,-0.0485958420130256,3584,0.015560866671361844,0.008341893389687837,0,36,9.443645121645172,0.42857142857142855
"(30, 45)",56,19,56,19,3,0.21832947788634705,-0.1637867252516863,1064,0.015560866671361844,0.0018164287865699725,0,9,2.277509801957006,0.13636363636363635
"(30, 46)",56,61,56,61,3,0.21832947788634705,-0.08899359640402454,3416,0.015560866671361844,0.014025736394937028,0,31,7.917123495444381,0.36046511627906974
"(30, 47)",56,31,56,31,3,0.21832947788634705,-0.03147632839936429,1736,0.015560866671361844,0.0024345533652017025,0,21,5.49311333242014,0.3181818181818182
"(30, 48)",56,18,56,18,3,0.21832947788634705,-0.19696302567166538,1008,0.015560866671361844,0.017702189969502024,0,10,2.520189663648553,0.15625
"(30, 49)",56,14,56,14,3,0.21832947788634705,-0.19539257389008485,784,0.015560866671361844,0.016932565008387346,0,6,1.513626124486147,0.09375
"(30, 50)",56,4,56,4,4,0.21832947788634705,-0.13156831667975658,224,0.015560866671361844,0.0015806009339959955,0,3,0.7627108176238577,0.05263157894736842
"(30, 53)",56,5,56,5,4,0.21832947788634705,-0.10108798080157545,280,0.015560866671361844,0.0015810468966275886,0,4,0.9700379785110113,0.07017543859649122
"(30, 58)",56,57,56,57,4,0.21832947788634705,0.05945466798116776,3192,0.015560866671361844,0.00687912610024136,0,38,10.183211739288303,0.5066666666666667
"(30, 64)",56,33,56,33,4,0.21832947788634705,-0.12658659863477614,1848,0.015560866671361844,0.0053678971536173115,0,18,4.581927169000562,0.2535211267605634
"(30, 70)",56,20,56,20,3,0.21832947788634705,-0.21597393395202882,1120,0.015560866671361844,0.0023515568476399243,0,8,2.038976480178702,0.11764705882352941
"(30, 71)",56,24,56,24,3,0.21832947788634705,-0.17309712969980223,1344,0.015560866671361844,0.0024904966637493446,0,12,3.050115130226974,0.17647058823529413
"(30, 73)",56,39,56,39,2,0.21832947788634705,-0.048935971767664066,2184,0.015560866671361844,0.0057994096558534715,0,24,6.090837400947954,0.3380281690140845
"(30, 75)",56,41,56,41,3,0.21832947788634705,0.05128154491929968,2296,0.015560866671361844,0.002572664913302391,0,30,7.780860970963895,0.44776119402985076
"(30, 76)",56,17,56,17,3,0.21832947788634705,-0.17877630667660016,952,0.015560866671361844,0.007128924614166462,0,5,1.2397654530660311,0.07352941176470588
"(30, 77)",56,4,56,4,4,0.21832947788634705,-0.1515162824491454,224,0.015560866671361844,0.0025413154528118906,0,1,0.24842549839846914,0.01694915254237288
"(30, 78)",56,61,56,61,4,0.21832947788634705,0.01941370086265248,3416,0.015560866671361844,0.016161253918322595,0,37,9.647315373825432,0.4625
"(30, 80)",56,18,56,18,4,0.21832947788634705,-0.17905863273285197,1008,0.015560866671361844,0.0029277160205588414,0,5,1.264127520222035,0.07246376811594203
"(30, 83)",56,41,56,41,3,0.21832947788634705,-0.08701192598488124,2296,0.015560866671361844,0.00533605223255392,0,23,5.873690878407806,0.3108108108108108
"(30, 84)",56,15,56,15,4,0.21832947788634705,-0.15603344410134098,840,0.015560866671361844,0.009900634666588823,0,4,1.006486731657888,0.05970149253731343
"(30, 85)",56,33,56,33,3,0.21832947788634705,-0.0689753440403531,1848,0.015560866671361844,0.008313105184845444,0,17,4.252072598239755,0.2361111111111111
"(30, 86)",56,34,56,34,3,0.21832947788634705,0.034961902613837845,1904,0.015560866671361844,0.012849224286178617,0,22,5.549866294269815,0.3235294117647059
"(30, 91)",56,30,56,30,3,0.21832947788634705,-0.04636211237860959,1680,0.015560866671361844,0.0026648427537498956,0,21,5.7273031981538605,0.3230769230769231
"(30, 94)",56,27,56,27,3,0.21832947788634705,-0.04988503809098313,1512,0.015560866671361844,0.006816455840012479,0,19,4.8550758913653125,0.296875
"(31, 6)",45,47,45,47,2,0.11142552434548507,0.061026960819897696,2115,0.007893630349204107,0.011799111356367131,1,31,7.897679105908312,0.5081967213114754
"(31, 11)",45,47,45,47,3,0.11142552434548507,-0.013191320678028055,2115,0.007893630349204107,0.01671083535743504,1,29,7.328104631225363,0.4603174603174603
"(31, 12)",45,48,45,48,2,0.11142552434548507,-0.006805692949336399,2160,0.007893630349204107,0.019587320324567684,0,30,7.687173557164702,0.47619047619047616
"(31, 15)",45,60,45,60,4,0.11142552434548507,-0.12099160405763681,2700,0.007893630349204107,0.037839550539614755,0,29,7.500736578427432,0.3815789473684211
"(31, 27)",45,55,45,55,2,0.11142552434548507,0.1391471136467677,2475,0.007893630349204107,0.015016180247821758,1,35,9.021702224330138,0.5384615384615384
"(31, 29)",45,52,45,52,2,0.11142552434548507,0.12809707168526835,2340,0.007893630349204107,0.00818187185509321,0,36,9.353501499233763,0.5901639344262295
"(31, 32)",45,44,45,44,2,0.11142552434548507,0.061647928271053934,1980,0.007893630349204107,0.009885917992556522,0,22,5.796124788466815,0.3283582089552239
"(31, 34)",45,33,45,33,2,0.11142552434548507,0.11534713721995514,1485,0.007893630349204107,0.013104771142132876,0,19,5.117340929221537,0.3220338983050847
"(31, 37)",45,9,45,9,2,0.11142552434548507,-0.0844943474995919,405,0.007893630349204107,0.00984841084713957,0,4,1.0230683153742768,0.08
"(31, 38)",45,54,45,54,2,0.11142552434548507,0.03175603610346003,2430,0.007893630349204107,0.01473310996109392,0,35,9.049497746939538,0.546875
"(31, 39)",45,27,45,27,3,0.11142552434548507,0.01610384994439323,1215,0.007893630349204107,0.015748365906096178,0,11,2.871219639043792,0.18032786885245902
"(31, 40)",45,27,45,27,3,0.11142552434548507,-0.0043322499475773775,1215,0.007893630349204107,0.016644034936211135,0,12,3.245282968024211,0.2
"(31, 45)",45,19,45,19,2,0.11142552434548507,-0.1637867252516863,855,0.007893630349204107,0.0018164287865699725,0,11,2.8839684807615473,0.20754716981132076
"(31, 46)",45,61,45,61,3,0.11142552434548507,-0.08899359640402454,2745,0.007893630349204107,0.014025736394937028,0,37,9.65967429043381,0.5362318840579711
"(31, 48)",45,18,45,18,3,0.11142552434548507,-0.19696302567166538,810,0.007893630349204107,0.017702189969502024,0,11,2.9489448689057602,0.21153846153846154
"(31, 49)",45,14,45,14,2,0.11142552434548507,-0.19539257389008485,630,0.007893630349204107,0.016932565008387346,1,8,2.1081863462685613,0.1568627450980392
"(31, 50)",45,4,45,4,3,0.11142552434548507,-0.13156831667975658,180,0.007893630349204107,0.0015806009339959955,0,2,0.47913232557252433,0.0425531914893617
"(31, 51)",45,36,45,36,2,0.11142552434548507,0.11537787181217882,1620,0.007893630349204107,0.01502923767778599,0,19,4.997235706032854,0.3064516129032258
"(31, 52)",45,39,45,39,2,0.11142552434548507,0.08046658007490012,1755,0.007893630349204107,0.011821562178836413,0,20,5.098091025288466,0.3125
"(31, 53)",45,5,45,5,3,0.11142552434548507,-0.10108798080157545,225,0.007893630349204107,0.0015810468966275886,0,4,1.0040739559331329,0.08695652173913043
"(31, 54)",45,27,45,27,2,0.11142552434548507,-0.02373915086662572,1215,0.007893630349204107,0.008952812229637529,0,11,2.92170635926111,0.18032786885245902
"(31, 55)",45,11,45,11,3,0.11142552434548507,-0.07674783943269976,495,0.007893630349204107,0.0016927419201901094,0,4,0.9927643642468797,0.07692307692307693
"(31, 56)",45,22,45,22,3,0.11142552434548507,0.002646586517300552,990,0.007893630349204107,0.013054867574456203,0,9,2.3431367651102204,0.15517241379310345
"(31, 57)",45,18,45,18,4,0.11142552434548507,-0.03445513809209324,810,0.007893630349204107,0.003132998910066535,0,6,1.6180193684624808,0.10526315789473684
"(31, 59)",45,39,45,39,2,0.11142552434548507,0.06454949538012547,1755,0.007893630349204107,0.013465655222941878,0,24,6.299934327998784,0.4
"(31, 60)",45,44,45,44,3,0.11142552434548507,0.058999787009906886,1980,0.007893630349204107,0.010344869759396611,0,29,7.39203240064656,0.48333333333333334
"(31, 61)",45,32,45,32,2,0.11142552434548507,0.07690134116363828,1440,0.007893630349204107,0.005698078387562628,0,17,4.520109234047949,0.2833333333333333
"(31, 62)",45,47,45,47,3,0.11142552434548507,0.04443950032907779,2115,0.007893630349204107,0.017888032618824677,0,24,6.368345913426529,0.35294117647058826
"(31, 64)",45,33,45,33,2,0.11142552434548507,-0.12658659863477614,1485,0.007893630349204107,0.0053678971536173115,0,19,4.823165414755492,0.3220338983050847
"(31, 71)",45,24,45,24,2,0.11142552434548507,-0.17309712969980223,1080,0.007893630349204107,0.0024904966637493446,0,14,3.6054279812712604,0.2545454545454545
"(31, 72)",45,54,45,54,3,0.11142552434548507,0.026730209918263984,2430,0.007893630349204107,0.01918342422988824,1,34,8.699041256259827,0.5230769230769231
"(31, 75)",45,41,45,41,3,0.11142552434548507,0.05128154491929968,1845,0.007893630349204107,0.002572664913302391,0,26,6.5435658870579925,0.43333333333333335
"(31, 76)",45,17,45,17,2,0.11142552434548507,-0.17877630667660016,765,0.007893630349204107,0.007128924614166462,0,9,2.299030245530208,0.16981132075471697
"(31, 77)",45,4,45,4,5,0.11142552434548507,-0.1515162824491454,180,0.007893630349204107,0.0025413154528118906,0,3,0.7321319531882277,0.06521739130434782
"(31, 82)",45,23,45,23,2,0.11142552434548507,-0.05299756294086273,1035,0.007893630349204107,0.0022382897043224247,0,12,3.0298375164002924,0.21428571428571427
"(31, 83)",45,41,45,41,3,0.11142552434548507,-0.08701192598488124,1845,0.007893630349204107,0.00533605223255392,0,25,6.517496020560269,0.4098360655737705
"(31, 84)",45,15,45,15,3,0.11142552434548507,-0.15603344410134098,675,0.007893630349204107,0.009900634666588823,0,8,2.0174824255229638,0.15384615384615385
"(31, 85)",45,33,45,33,2,0.11142552434548507,-0.0689753440403531,1485,0.007893630349204107,0.008313105184845444,0,21,5.343078960502279,0.3684210526315789
"(31, 87)",45,35,45,35,2,0.11142552434548507,0.04224209772353965,1575,0.007893630349204107,0.005783836345813155,0,15,4.149851539697076,0.23076923076923078
"(31, 88)",45,10,45,10,3,0.11142552434548507,-0.0632089245404347,450,0.007893630349204107,0.0038597442828104678,0,4,1.0309336176879786,0.0784313725490196
"(31, 89)",45,17,45,17,4,0.11142552434548507,-0.01471442053601086,765,0.007893630349204107,0.008470081875506248,0,7,1.7971230777088274,0.12727272727272726
"(31, 90)",45,34,45,34,2,0.11142552434548507,-0.004731731552189455,1530,0.007893630349204107,0.013109174572331685,0,13,3.6474945489938935,0.19696969696969696
"(31, 91)",45,30,45,30,2,0.11142552434548507,-0.04636211237860959,1350,0.007893630349204107,0.0026648427537498956,1,19,4.88671855608038,0.3392857142857143
"(31, 93)",45,5,45,5,4,0.11142552434548507,-0.16667988666042818,225,0.007893630349204107,0.002810288809925016,0,2,0.48370645478975854,0.041666666666666664
"(31, 94)",45,27,45,27,3,0.11142552434548507,-0.04988503809098313,1215,0.007893630349204107,0.006816455840012479,0,18,4.639328361590383,0.3333333333333333
"(31, 95)",45,33,45,33,3,0.11142552434548507,0.04408846015561828,1485,0.007893630349204107,0.0022446265760859624,0,24,6.064900539181612,0.4444444444444444
"(32, 1)",44,44,44,44,2,0.061647928271053934,0.06774632287313982,1936,0.009885917992556522,0.012217055775896234,0,18,4.650404782941976,0.2571428571428571
"(32, 2)",44,48,44,48,3,0.061647928271053934,0.04929407018526694,2112,0.009885917992556522,0.013049500218014194,1,17,4.248648022917996,0.22666666666666666
"(32, 4)",44,51,44,51,2,0.061647928271053934,0.08962406629893069,2244,0.009885917992556522,0.023035062482267835,0,27,6.987561164365681,0.39705882352941174
"(32, 5)",44,50,44,50,2,0.061647928271053934,0.1312527109246012,2200,0.009885917992556522,0.008028558198046926,1,22,5.635178457076799,0.3055555555555556
"(32, 6)",44,47,44,47,3,0.061647928271053934,0.061026960819897696,2068,0.009885917992556522,0.011799111356367131,0,23,5.87993606036084,0.3382352941176471
"(32, 9)",44,28,44,28,3,0.061647928271053934,-0.06289839233442372,1232,0.009885917992556522,0.006380857968704907,0,10,2.584899566081043,0.16129032258064516
"(32, 11)",44,47,44,47,3,0.061647928271053934,-0.013191320678028055,2068,0.009885917992556522,0.01671083535743504,0,17,4.351559629739989,0.22972972972972974
"(32, 12)",44,48,44,48,3,0.061647928271053934,-0.006805692949336399,2112,0.009885917992556522,0.019587320324567684,0,19,4.896875654337097,0.2602739726027397
"(32, 13)",44,52,44,52,2,0.061647928271053934,0.027522292609097086,2288,0.009885917992556522,0.015030483837637113,0,22,5.681018095055361,0.2972972972972973
"(32, 18)",44,49,44,49,2,0.061647928271053934,0.14648425445174268,2156,0.009885917992556522,0.00855975422911328,0,20,5.107779699150871,0.273972602739726
"(32, 31)",44,45,44,45,2,0.061647928271053934,0.11142552434548507,1980,0.009885917992556522,0.007893630349204107,0,22,5.796124788466815,0.3283582089552239
"(32, 35)",44,64,44,64,3,0.061647928271053934,0.10395691213773321,2816,0.009885917992556522,0.03004657887965568,1,30,7.811537087949169,0.38461538461538464
"(32, 37)",44,9,44,9,2,0.061647928271053934,-0.0844943474995919,396,0.009885917992556522,0.00984841084713957,0,8,2.168425548438658,0.17777777777777778
"(32, 38)",44,54,44,54,2,0.061647928271053934,0.03175603610346003,2376,0.009885917992556522,0.01473310996109392,0,22,5.649288133121047,0.2894736842105263
"(32, 41)",44,49,44,49,3,0.061647928271053934,0.07803713158297951,2156,0.009885917992556522,0.012502582515461618,0,20,5.0674556142812985,0.273972602739726
